sample_id,target_class,class_label,image_path,rssi_dbm,snr_db,carrier_freq_ghz,bandwidth_mhz,doppler_shift_khz,phase_variance_rad,path_loss_db,spectral_kurtosis,papr_db,edge_density,aspect_ratio,spatial_entropy,color_moment_r_mean,color_moment_g_mean,color_moment_b_mean,color_moment_r_std,color_moment_g_std,color_moment_b_std,texture_contrast,texture_homogeneity,texture_energy
396,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0396_maritime_vessel.png,-66.74,13.93,9.301,30.0,0.402,0.5867,90.58,2.666,6.5,0.6097,2.407,5.013,96.31,155.79,169.81,41.24,41.74,43.35,0.7627,0.42,0.2968
397,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0397_maritime_vessel.png,-75.21,21.41,2.992,15.0,0.652,0.4432,94.22,4.647,8.81,0.653,2.974,5.251,80.8,103.27,184.58,40.1,35.96,35.51,0.7054,0.6373,0.3831
398,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0398_maritime_vessel.png,-71.29,14.25,1.569,30.0,0.656,0.4175,81.53,5.52,8.34,0.5562,2.053,5.702,85.56,137.73,179.52,33.22,39.41,40.61,0.6023,0.5595,0.3972
399,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0399_maritime_vessel.png,-75.81,20.9,9.284,15.0,0.719,0.4421,87.47,3.298,4.8,0.7744,2.709,6.364,74.35,142.2,183.42,37.05,33.33,44.41,0.7364,0.5612,0.3899
400,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0400_maritime_vessel.png,-63.51,21.4,9.292,30.0,1.038,0.4727,87.15,4.754,7.86,0.5602,2.682,6.199,101.23,136.4,141.04,36.75,51.88,53.91,0.7215,0.4696,0.3926
401,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0401_clutter_noise.png,-88.91,3.85,5.385,10.0,-0.151,1.0917,115.91,0.79,3.69,0.1247,0.987,4.495,193.05,206.9,188.82,21.08,23.92,17.13,0.2406,0.8613,0.7927
402,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0402_clutter_noise.png,-93.92,-0.3,5.439,10.0,0.078,0.9633,111.71,1.077,5.05,0.2685,0.903,3.545,189.98,189.33,184.25,14.66,14.49,19.51,0.3255,0.7607,0.7186
403,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0403_clutter_noise.png,-88.74,-4.01,3.234,40.0,0.354,1.026,109.19,1.21,3.86,0.2604,1.118,3.708,192.46,183.85,197.62,21.67,16.57,18.43,0.2862,0.8096,0.7031
404,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0404_clutter_noise.png,-87.14,1.46,3.68,10.0,0.102,0.7639,114.5,0.765,3.63,0.2175,1.158,4.41,198.63,184.28,202.57,19.67,15.06,16.28,0.2172,0.7701,0.6613
405,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0405_clutter_noise.png,-92.59,3.39,5.807,20.0,0.164,1.0074,124.76,1.294,3.89,0.1742,1.037,2.402,183.16,182.94,166.36,15.22,20.43,16.69,0.2551,0.8323,0.7246
406,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0406_clutter_noise.png,-87.03,1.81,3.686,40.0,-0.242,0.8616,107.48,1.358,4.11,0.2987,0.948,3.123,193.96,194.25,181.69,20.03,17.89,16.7,0.3082,0.845,0.7115
407,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0407_clutter_noise.png,-86.59,-4.41,3.12,20.0,0.155,1.0718,115.57,1.903,3.71,0.3038,0.809,3.86,183.58,177.92,163.39,17.22,17.03,16.52,0.2862,0.7877,0.8079
408,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0408_clutter_noise.png,-94.15,3.01,3.909,10.0,0.068,0.8849,124.96,1.04,2.73,0.2607,0.861,3.596,183.28,202.62,178.29,14.57,16.59,12.31,0.2395,0.8908,0.7824
409,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0409_clutter_noise.png,-83.84,2.7,1.404,40.0,0.273,0.8272,110.7,0.697,4.28,0.2496,1.072,3.435,178.39,182.21,177.59,18.76,18.55,21.22,0.252,0.8344,0.7236
410,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0410_clutter_noise.png,-93.31,2.39,5.254,10.0,-0.034,0.9386,124.23,0.937,3.72,0.2439,0.913,3.569,169.48,207.14,166.52,17.03,17.9,21.74,0.1838,0.8993,0.7579
411,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0411_clutter_noise.png,-90.33,-0.96,1.75,20.0,-0.073,0.9497,109.91,0.849,3.53,0.2359,1.0,3.524,181.75,190.49,190.5,19.73,17.37,12.34,0.1511,0.8174,0.6203
412,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0412_clutter_noise.png,-92.8,5.01,4.089,10.0,-0.181,1.1224,111.26,1.613,3.78,0.2121,0.973,3.051,167.64,197.24,172.98,17.19,15.81,15.23,0.2247,0.8712,0.6905
413,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0413_clutter_noise.png,-85.14,4.35,4.739,40.0,-0.122,0.8217,115.88,1.394,4.59,0.1825,1.138,4.053,182.4,174.68,181.0,24.48,14.83,14.42,0.2529,0.8417,0.6207
414,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0414_clutter_noise.png,-86.78,4.73,3.518,10.0,-0.035,1.0892,116.25,0.258,4.21,0.2815,1.079,3.701,167.78,177.8,184.11,19.23,21.64,15.57,0.2703,0.8207,0.6707
415,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0415_clutter_noise.png,-101.02,2.58,1.142,40.0,-0.274,1.0445,113.4,1.423,5.69,0.1129,0.895,3.406,199.55,168.64,199.36,18.41,17.71,15.41,0.2282,0.8619,0.6666
416,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0416_clutter_noise.png,-90.62,0.54,3.475,10.0,-0.102,1.1663,116.13,0.435,4.16,0.2418,0.849,3.381,172.23,178.87,189.12,20.04,13.81,13.89,0.2529,0.8291,0.6869
417,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0417_clutter_noise.png,-90.09,1.41,4.328,40.0,0.159,0.8801,125.24,0.494,3.22,0.1929,0.947,4.159,185.49,183.07,167.3,21.26,14.59,12.18,0.23,0.8265,0.684
418,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0418_clutter_noise.png,-89.17,0.79,4.452,20.0,0.261,1.0226,120.97,1.784,3.7,0.1636,0.937,3.185,189.31,170.97,162.46,16.96,20.18,12.92,0.2925,0.8346,0.7973
419,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0419_clutter_noise.png,-95.21,-2.52,4.387,40.0,0.279,1.1411,121.32,1.338,5.07,0.2171,1.093,3.408,174.43,193.65,192.75,25.42,18.79,12.86,0.2336,0.8146,0.7274
420,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0420_clutter_noise.png,-90.12,2.41,2.656,20.0,0.205,0.9841,115.52,1.42,3.91,0.2312,1.083,3.428,191.76,185.7,181.57,9.23,14.57,12.58,0.2608,0.8709,0.7141
421,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0421_clutter_noise.png,-88.61,3.12,5.715,20.0,0.153,1.2857,113.08,1.406,2.67,0.2003,1.233,3.475,190.02,178.77,182.58,22.9,14.52,22.56,0.1727,0.8006,0.6782
422,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0422_clutter_noise.png,-93.09,-0.62,4.547,40.0,-0.135,0.9292,112.74,2.463,4.93,0.2407,0.965,3.297,183.69,187.93,161.2,13.29,16.09,16.62,0.238,0.8791,0.6459
423,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0423_clutter_noise.png,-95.01,5.3,5.506,20.0,0.098,0.897,121.62,1.544,4.03,0.3059,1.028,2.843,186.0,190.17,178.67,16.77,23.29,12.44,0.1118,0.8848,0.6587
424,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0424_clutter_noise.png,-93.15,0.56,5.665,10.0,0.296,1.1901,112.63,0.988,3.23,0.2588,1.077,2.997,163.36,189.15,185.29,15.04,14.44,17.97,0.3428,0.8002,0.676
425,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0425_clutter_noise.png,-90.8,3.09,5.927,20.0,-0.155,1.0024,118.7,1.423,4.6,0.1846,0.771,3.325,173.54,189.33,188.74,18.52,18.0,15.07,0.299,0.7468,0.6597
426,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0426_clutter_noise.png,-84.69,-1.64,2.561,20.0,0.156,0.9627,119.11,1.325,4.25,0.2066,1.012,3.718,187.67,188.81,193.43,18.8,16.05,18.65,0.1817,0.7767,0.7368
427,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0427_clutter_noise.png,-89.93,-1.61,1.467,20.0,0.371,1.0193,110.83,1.598,6.09,0.2322,1.083,3.805,168.96,180.89,174.86,20.5,20.16,15.64,0.2213,0.7525,0.7192
428,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0428_clutter_noise.png,-95.82,-1.2,2.343,40.0,0.235,0.7146,110.05,1.597,4.57,0.1964,1.009,2.566,163.49,204.77,185.07,18.0,16.81,10.71,0.2997,0.7745,0.7552
429,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0429_clutter_noise.png,-91.47,1.37,2.61,20.0,0.085,1.1226,118.31,1.321,3.97,0.2538,1.124,3.384,175.51,175.58,188.79,13.37,23.03,14.63,0.2655,0.8481,0.6858
430,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0430_clutter_noise.png,-93.84,1.83,1.392,40.0,-0.121,0.9221,121.42,1.38,3.55,0.2339,1.123,3.272,186.29,171.63,185.49,17.83,20.74,17.56,0.2296,0.7861,0.6662
431,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0431_clutter_noise.png,-94.03,3.72,2.933,20.0,-0.22,0.905,108.97,1.251,3.91,0.2288,1.003,3.056,191.27,184.51,170.11,24.72,19.43,15.54,0.3208,0.8937,0.7127
432,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0432_clutter_noise.png,-90.61,-0.97,5.152,20.0,0.021,0.8684,119.48,1.4,4.38,0.2219,0.68,2.954,183.69,200.19,185.65,23.44,18.25,15.91,0.3213,0.8136,0.6707
433,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0433_clutter_noise.png,-90.73,4.31,4.567,20.0,0.309,1.0133,115.82,1.292,5.34,0.2438,1.228,3.311,171.64,178.31,174.37,22.81,20.21,14.09,0.2904,0.8148,0.8017
434,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0434_clutter_noise.png,-93.33,-2.35,1.837,20.0,0.013,0.8041,105.88,0.665,3.34,0.1544,1.303,2.802,194.37,184.75,182.25,15.28,18.98,13.26,0.2961,0.8602,0.7133
435,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0435_clutter_noise.png,-92.28,2.58,5.141,40.0,0.111,1.1222,117.05,0.681,2.18,0.2274,0.968,3.06,167.99,177.65,178.06,20.0,18.57,20.82,0.1982,0.8552,0.7224
436,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0436_clutter_noise.png,-89.22,0.41,1.321,40.0,0.264,0.9482,113.56,1.396,3.26,0.2185,1.059,3.515,198.47,192.74,179.93,18.65,18.89,17.21,0.1587,0.8079,0.6458
437,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0437_clutter_noise.png,-86.89,1.35,5.459,10.0,-0.067,1.1615,111.72,1.506,4.34,0.1307,1.287,3.097,172.3,178.61,205.31,14.24,18.53,12.63,0.2024,0.756,0.7358
438,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0438_clutter_noise.png,-92.64,-1.33,4.154,20.0,0.225,1.2127,111.54,1.365,3.25,0.1736,1.17,3.665,196.63,195.86,159.1,14.41,18.82,10.91,0.1973,0.8771,0.6929
439,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0439_clutter_noise.png,-89.16,1.43,2.327,20.0,-0.026,0.997,116.66,1.164,3.4,0.2187,1.28,3.323,195.47,185.39,171.99,17.11,17.95,17.97,0.369,0.8222,0.6585
440,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0440_clutter_noise.png,-98.62,0.45,4.981,10.0,-0.176,1.0638,117.69,1.813,4.54,0.3124,1.081,3.978,181.76,185.14,189.11,22.84,20.19,15.75,0.3189,0.7323,0.6489
441,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0441_clutter_noise.png,-89.27,1.54,3.651,10.0,0.394,1.0306,114.23,1.687,4.32,0.3,0.899,2.983,165.0,183.95,167.65,14.25,21.1,10.83,0.2552,0.8167,0.7246
442,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0442_clutter_noise.png,-86.46,-0.56,0.991,20.0,0.327,1.0117,109.16,1.298,4.65,0.2179,1.005,3.7,182.19,193.9,193.71,15.22,23.3,15.09,0.3497,0.8084,0.7554
443,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0443_clutter_noise.png,-89.19,0.53,4.944,20.0,0.143,0.8289,116.67,1.136,3.89,0.1807,1.018,3.38,187.85,193.2,182.32,18.75,16.38,19.52,0.2076,0.7555,0.6665
444,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0444_clutter_noise.png,-87.86,2.65,3.78,20.0,0.312,0.9366,124.66,0.824,2.75,0.2509,1.052,3.046,169.7,200.37,194.14,10.54,16.63,20.99,0.2262,0.8004,0.7059
445,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0445_clutter_noise.png,-96.48,-2.76,0.886,40.0,-0.084,0.7407,118.85,1.201,3.87,0.2955,1.201,3.415,192.22,162.61,190.93,14.74,13.64,10.64,0.1569,0.8632,0.7516
446,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0446_clutter_noise.png,-95.06,3.64,1.416,10.0,-0.069,0.932,109.55,0.896,4.64,0.2552,0.938,2.814,209.71,185.37,183.12,14.22,21.65,20.1,0.1646,0.8159,0.711
447,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0447_clutter_noise.png,-82.45,5.11,2.796,10.0,-0.095,0.925,108.6,1.537,3.62,0.2018,0.997,4.005,202.59,203.27,167.18,16.88,16.31,17.11,0.2655,0.7967,0.6869
448,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0448_clutter_noise.png,-95.99,-5.14,4.485,20.0,-0.21,0.9389,119.6,1.394,5.34,0.237,1.091,3.465,179.97,189.91,195.03,16.15,17.26,16.08,0.2842,0.8338,0.7657
449,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0449_clutter_noise.png,-84.1,-0.1,4.475,40.0,-0.102,0.8435,115.78,0.775,4.54,0.2623,1.08,2.704,194.95,194.37,188.3,19.12,18.66,19.1,0.3462,0.7819,0.7739
450,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0450_clutter_noise.png,-92.34,1.18,1.489,10.0,-0.257,0.8804,108.41,1.02,3.88,0.2248,0.758,2.85,188.62,177.03,190.75,18.68,19.82,20.23,0.2345,0.797,0.7636
451,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0451_clutter_noise.png,-89.96,1.03,1.657,40.0,0.168,0.8568,117.99,1.482,4.47,0.2659,0.928,3.812,187.33,176.9,160.93,12.92,11.37,17.28,0.2338,0.8235,0.711
452,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0452_clutter_noise.png,-89.67,3.03,5.492,20.0,0.059,0.9631,108.78,1.671,3.74,0.2348,1.028,3.521,183.3,168.48,169.98,21.37,19.29,21.73,0.1981,0.8188,0.7782
453,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0453_clutter_noise.png,-94.26,0.29,0.801,40.0,0.036,1.0332,121.97,1.874,3.6,0.12,0.964,2.785,212.35,176.27,185.64,20.8,19.02,22.23,0.2399,0.7866,0.6757
454,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0454_clutter_noise.png,-89.0,1.03,5.254,40.0,-0.127,1.0455,112.15,0.987,4.71,0.2558,0.941,2.786,182.93,191.24,198.05,14.41,16.72,14.83,0.3178,0.8186,0.6746
455,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0455_clutter_noise.png,-89.77,0.49,5.608,40.0,-0.118,0.8902,117.83,0.848,4.38,0.2313,0.906,3.384,175.56,198.83,182.58,14.85,18.38,16.51,0.1378,0.8736,0.6705
456,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0456_clutter_noise.png,-83.64,3.49,5.341,10.0,-0.175,0.7903,117.29,1.135,5.09,0.2168,1.126,3.188,180.65,185.1,178.53,17.28,15.38,11.24,0.2816,0.8408,0.6893
457,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0457_clutter_noise.png,-90.48,1.08,2.448,20.0,0.114,1.0545,112.35,1.294,4.25,0.2658,0.955,3.602,189.37,181.78,171.75,16.01,19.23,15.29,0.2376,0.8442,0.771
458,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0458_clutter_noise.png,-87.23,-0.03,3.453,20.0,0.235,1.0119,124.46,0.457,3.79,0.1137,1.005,3.622,200.91,186.21,190.44,19.75,16.69,11.77,0.2638,0.7603,0.7848
459,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0459_clutter_noise.png,-92.65,4.49,4.577,40.0,0.092,0.9432,112.4,1.357,3.46,0.1595,1.186,3.827,185.66,201.65,177.32,21.97,18.53,12.93,0.3424,0.8596,0.7139
460,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0460_clutter_noise.png,-89.09,0.49,3.212,40.0,0.216,0.7239,112.08,1.531,4.16,0.2651,1.187,4.358,178.45,185.81,175.59,12.0,20.1,17.69,0.2227,0.7561,0.7008
461,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0461_clutter_noise.png,-89.08,4.84,4.817,20.0,0.12,1.1076,112.2,1.019,4.5,0.2486,0.849,4.276,178.57,194.65,184.52,19.82,16.13,10.83,0.2489,0.8193,0.6721
462,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0462_clutter_noise.png,-88.33,1.37,4.971,20.0,-0.112,1.0833,111.7,1.022,3.46,0.1426,1.015,4.276,202.38,191.08,173.97,13.65,21.14,17.34,0.2342,0.8007,0.75
463,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0463_clutter_noise.png,-95.31,2.1,3.854,20.0,-0.087,1.0473,107.81,1.135,4.91,0.275,1.114,3.438,178.34,174.22,195.04,18.31,18.86,19.5,0.2793,0.8149,0.7572
464,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0464_clutter_noise.png,-94.49,-2.38,0.807,10.0,0.332,0.8691,113.17,1.114,3.72,0.2751,1.056,3.363,172.24,188.04,155.49,18.7,22.03,16.19,0.3103,0.7708,0.8219
465,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0465_clutter_noise.png,-87.61,2.69,1.107,10.0,-0.235,1.0249,115.77,1.454,3.8,0.1263,0.932,3.683,195.15,173.28,190.27,16.06,19.09,14.47,0.2591,0.8557,0.6586
466,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0466_clutter_noise.png,-94.72,1.96,5.956,40.0,0.53,0.9461,121.82,1.416,5.74,0.1715,0.926,3.079,184.22,173.75,164.74,11.6,11.41,17.97,0.2272,0.7706,0.687
467,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0467_clutter_noise.png,-94.11,-0.91,1.151,40.0,-0.009,1.0562,114.03,1.112,4.22,0.2239,1.104,3.815,199.22,186.68,163.39,20.57,22.05,23.39,0.3226,0.8004,0.7294
468,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0468_clutter_noise.png,-93.08,0.48,2.689,20.0,0.027,1.0849,126.46,1.332,3.94,0.242,1.177,3.572,189.85,192.05,171.25,19.38,13.97,14.02,0.3073,0.8548,0.7065
469,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0469_clutter_noise.png,-85.18,-1.78,5.424,20.0,0.147,0.9047,130.18,1.109,4.02,0.1802,1.019,3.777,197.04,170.11,177.54,19.34,19.76,16.02,0.2771,0.7876,0.7979
470,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0470_clutter_noise.png,-88.03,-1.86,4.358,40.0,-0.165,0.9461,114.23,1.557,4.13,0.1906,1.029,3.751,168.82,195.07,193.06,19.64,15.2,15.02,0.3091,0.7809,0.7514
471,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0471_clutter_noise.png,-92.2,1.9,5.199,10.0,-0.034,1.2593,112.59,1.346,4.65,0.1654,0.935,3.781,189.28,165.06,185.94,16.35,16.43,17.21,0.3261,0.812,0.779
472,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0472_clutter_noise.png,-97.76,1.83,1.594,10.0,-0.058,0.7488,109.68,0.543,3.15,0.244,0.962,3.604,203.16,182.04,186.34,18.08,26.29,6.95,0.2141,0.8462,0.6824
473,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0473_clutter_noise.png,-89.74,1.35,2.156,20.0,-0.069,1.0072,122.81,0.481,4.41,0.136,1.328,3.735,188.87,166.27,174.96,16.5,23.3,18.19,0.1674,0.8388,0.6449
474,Clutter_Noise,4,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0474_clutter_noise.png,-98.52,2.63,4.391,10.0,0.199,0.9423,117.25,1.154,3.25,0.2667,1.075,4.538,174.84,193.23,166.88,18.47,20.93,9.78,0.2398,0.7975,0.6849
